mention_id,article_id,date,year,page,title,mention_idx_in_article,window,mantra_binding,institutional_embedding,inst_narrow,inst_broader,inst_constitutional,personal_command,cmd_listen,cmd_responsible,cmd_at_ease
M00749,2019-11-06_p01_中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系,2019-11-06,2019,01,中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系和治理能力现代化若干重大问题的决定,1,"指导地位，巩固和拓展深化国防和军队改革成果，构建中国特色社会主义军事政策制度体系，全面推进国防和军队现代化，确保实现党在新时代的强军目标，把人民军队全面建成世界一流军队，永葆人民军队的性质、宗旨、本色。
（一）坚持人民军队最高领导权和指挥权属于党中央。中央军委实行主席负责制是坚持党对人民军队绝对领导的根本实现形式。坚持全国武装力量由军委主席统一领导和指挥，完善贯彻军委主席负责制的体制机制，严格落实军委主席负责制各项制度规定。严明政治纪律和政治规矩，坚决维护党中央、中央军委权威，确保政令军令畅通。
（二）健全人民军队党的建设制度体系。全面贯彻政治建军各项要求，突出抓好军魂培育，发扬优良传统，传承红色基因，坚决抵制“军队非党化、非政治化”和“军队国家化”等错误政治观点。坚持党委制、政治委员制、政治机关制，坚持党委统一的集体领导下的首长分工负责制，坚持支部建在连上，完善党领导军队的组织体系。建设坚强有力的党组",0,1,1,1,0,0,0,0,0
M00750,2019-11-06_p06_中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系,2019-11-06,2019,06,中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系和治理能力现代化若干重大问题的决定,0,"习近平强军思想在国防和军队建设中的指导地位，巩固和拓展深化国防和军队改革成果，构建中国特色社会主义军事政策制度体系，全面推进国防和军队现代化，确保实现党在新时代的强军目标，把人民军队全面建成世界一流军队，永葆人民军队的性质、宗旨、本色。
（一）坚持人民军队最高领导权和指挥权属于党中央。中央军委实行主席负责制是坚持党对人民军队绝对领导的根本实现形式。坚持全国武装力量由军委主席统一领导和指挥，完善贯彻军委主席负责制的体制机制，严格落实军委主席负责制各项制度规定。严明政治纪律和政治规矩，坚决维护党中央、中央军委权威，确保政令军令畅通。
（二）健全人民军队党的建设制度体系。全面贯彻政治建军各项要求，突出抓好军魂培育，发扬优良传统，传承红色基因，坚决抵制“军队非党化、非政治化”和“军队国家化”等错误政治观点。坚持党委制、政治委员制、政治机关制，坚持党委统一的集体领导下的首长分工负责制，坚持支部建在连上，完善党领导",0,1,1,1,0,0,0,0,0
M00751,2019-11-06_p06_中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系,2019-11-06,2019,06,中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系和治理能力现代化若干重大问题的决定,1,"指导地位，巩固和拓展深化国防和军队改革成果，构建中国特色社会主义军事政策制度体系，全面推进国防和军队现代化，确保实现党在新时代的强军目标，把人民军队全面建成世界一流军队，永葆人民军队的性质、宗旨、本色。
（一）坚持人民军队最高领导权和指挥权属于党中央。中央军委实行主席负责制是坚持党对人民军队绝对领导的根本实现形式。坚持全国武装力量由军委主席统一领导和指挥，完善贯彻军委主席负责制的体制机制，严格落实军委主席负责制各项制度规定。严明政治纪律和政治规矩，坚决维护党中央、中央军委权威，确保政令军令畅通。
（二）健全人民军队党的建设制度体系。全面贯彻政治建军各项要求，突出抓好军魂培育，发扬优良传统，传承红色基因，坚决抵制“军队非党化、非政治化”和“军队国家化”等错误政治观点。坚持党委制、政治委员制、政治机关制，坚持党委统一的集体领导下的首长分工负责制，坚持支部建在连上，完善党领导军队的组织体系。建设坚强有力的党组",0,1,1,1,0,0,0,0,0
M00752,2019-11-06_p07_中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系,2019-11-06,2019,07,中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系和治理能力现代化若干重大问题的决定,0,"习近平强军思想在国防和军队建设中的指导地位，巩固和拓展深化国防和军队改革成果，构建中国特色社会主义军事政策制度体系，全面推进国防和军队现代化，确保实现党在新时代的强军目标，把人民军队全面建成世界一流军队，永葆人民军队的性质、宗旨、本色。
（一）坚持人民军队最高领导权和指挥权属于党中央。中央军委实行主席负责制是坚持党对人民军队绝对领导的根本实现形式。坚持全国武装力量由军委主席统一领导和指挥，完善贯彻军委主席负责制的体制机制，严格落实军委主席负责制各项制度规定。严明政治纪律和政治规矩，坚决维护党中央、中央军委权威，确保政令军令畅通。
（二）健全人民军队党的建设制度体系。全面贯彻政治建军各项要求，突出抓好军魂培育，发扬优良传统，传承红色基因，坚决抵制“军队非党化、非政治化”和“军队国家化”等错误政治观点。坚持党委制、政治委员制、政治机关制，坚持党委统一的集体领导下的首长分工负责制，坚持支部建在连上，完善党领导",0,1,1,1,0,0,0,0,0
M00753,2019-11-06_p07_中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系,2019-11-06,2019,07,中共中央关于坚持和完善中国特色社会主义制度 推进国家治理体系和治理能力现代化若干重大问题的决定,1,"指导地位，巩固和拓展深化国防和军队改革成果，构建中国特色社会主义军事政策制度体系，全面推进国防和军队现代化，确保实现党在新时代的强军目标，把人民军队全面建成世界一流军队，永葆人民军队的性质、宗旨、本色。
（一）坚持人民军队最高领导权和指挥权属于党中央。中央军委实行主席负责制是坚持党对人民军队绝对领导的根本实现形式。坚持全国武装力量由军委主席统一领导和指挥，完善贯彻军委主席负责制的体制机制，严格落实军委主席负责制各项制度规定。严明政治纪律和政治规矩，坚决维护党中央、中央军委权威，确保政令军令畅通。
（二）健全人民军队党的建设制度体系。全面贯彻政治建军各项要求，突出抓好军魂培育，发扬优良传统，传承红色基因，坚决抵制“军队非党化、非政治化”和“军队国家化”等错误政治观点。坚持党委制、政治委员制、政治机关制，坚持党委统一的集体领导下的首长分工负责制，坚持支部建在连上，完善党领导军队的组织体系。建设坚强有力的党组",0,1,1,1,0,0,0,0,0
M00754,2019-11-06_p11_岗前培训应强化“四个基础”,2019-11-06,2019,11,岗前培训应强化“四个基础”,0,"密筹划，积极稳妥开展，帮助他们尽快熟悉基层、融入部队、胜任岗位，实现从社会青年到军队人员的转变。
聚焦铸魂固本，夯实从军报国的政治基础。坚持在“文之初”筑牢政治根基、坚定政治信仰。用强军思想铸魂。把学习习近平新时代中国特色社会主义思想和习近平强军思想作为首要政治任务，读原著、学原文、悟原理，跟进学习最新讲话，做到学思用贯通、知信行合一，不断增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制。用红色基因固本。扎实开展“传承红色基因、担当强军重任”主题教育，讲优良传统、讲英雄故事，争当红色传人，在潜移默化中强化献身国防、服务部队、热爱本职的政治意识。用思想教育强基。坚持主题教育、专题教育和经常性教育有机结合，围绕政治纪律、职能使命、形势任务等开展教育辅导，组织社会热点辨析、舆情焦点讨论，增强政治敏锐性和鉴别力。
突出练技强能，打牢能打胜仗的军事基础。针对新聘文职人员身体素质偏弱、军事技",1,0,0,0,0,0,0,0,0
M00755,2019-11-07_p06_筑牢敢于斗争善于斗争的思想基础,2019-11-07,2019,06,筑牢敢于斗争善于斗争的思想基础,0,"中国特色社会主义思想，掌握马克思主义立场观点方法，加强理论武装，提高理论素养，炼就敢于斗争、善于斗争的“金钟罩”。理论上清醒，政治上才坚定，斗争起来才更有底气、更有力量。需要不断进行政治历练。遇事善于从政治上分析问题、解决问题，不断提高把握方向、把握大势、把握全局的能力，提高辨别政治是非、保持政治定力、驾驭政治局面、防范政治风险的能力。自觉增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制。需要在重大斗争中锻炼。“刀在石上磨，人在事上练”。多经历风吹浪打，多捧“烫手山芋”，多解决几回复杂矛盾问题，才能练出胆魄、磨出意志、长出才干，才会“不畏浮云遮望眼”“乱云飞渡仍从容”，练就挑大梁、担大任、干大事的本领。
前进的路上不可能一帆风顺、一马平川，各种斗争不可避免，什么时候都不能丢失斗争精神，什么时候都不能忘记斗争历练。广大干部只有保持饱满的斗争精神、坚定的斗争意志、昂扬的斗争姿态、高超",1,0,0,0,0,0,0,0,0
M00756,2019-11-07_p06_筑牢敢于斗争善于斗争的思想基础,2019-11-07,2019,06,筑牢敢于斗争善于斗争的思想基础,1,"年代，面对枪林弹雨，勇于浴血奋战、视死如归；在社会主义建设和改革开放时期，面对艰难局面，始终激情燃烧、无私奉献，面对各种风险挑战，敢于不畏艰险、砥砺奋进……这种斗争精神，虽然在不同时代、不同领域、不同任务中有着不同表现，但其本质要求是一脉相承的。
要时刻牢记自己的第一身份是共产党员，第一职责是为党工作，坚持在党爱党、在党言党、在党为党，自觉增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制。在瞄准打赢方面，要持之以恒破除和平积弊，加快练兵备战转型提速，通过多挑担子，多承担一些急难险重任务，多当几回“热锅上的蚂蚁”，强弱项、补短板，学真本领，练真功夫，确保一声令下“拉得出、上得去、打得赢”。在风气建设方面，要坚决同歪风邪气作斗争，增强政治定力、纪律定力、道德定力、抵腐定力，净化社交圈、生活圈，不逾规越轨，持续巩固和深化当前风清气正的政治生态环境。在抓建基层方面，要按照法规抓基层，不用",1,0,0,0,0,0,0,0,0
M00757,2019-11-08_p01_凝神聚力共筑中国梦强军梦,2019-11-08,2019,01,凝神聚力共筑中国梦强军梦,0,人运动会的成功举办，是中国特色社会主义制度更加完善、国家治理体系和治理能力现代化水平明显提高的一个缩影；是展示我军历经改革重塑后体制一新、结构一新、格局一新、面貌一新的一个窗口。当前，全军正在深入学习贯彻党的十九届四中全会精神，我们要认真学习领会习主席的重要指示精神，以十九届四中全会精神为指导，全面贯彻党领导军队的一系列根本原则和制度，不断增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，保证各项工作始终与党和国家的重大方略、重大部署协调一致；坚持政治建军、改革强军、科技兴军、依法治军，聚力备战打仗，强化改革创新，狠抓工作落实，切实担当起党和人民赋予的新时代使命任务。,1,1,0,1,0,0,0,0,0
M00758,2019-11-08_p01_阳光照耀奋飞的航程,2019-11-08,2019,01,阳光照耀奋飞的航程,0,"
习主席勉励空军部队要在发扬光大优良传统基础上，研究新情况、解决新问题，不断增强政治工作的时代性和感召力。
空军部队坚持以习近平新时代中国特色社会主义思想为指导，深入贯彻习近平强军思想，认真落实古田全军政治工作会议精神和中央军委党的建设会议精神，全面彻底肃清郭伯雄、徐才厚、房峰辉、张阳流毒影响，强力正风肃纪反腐，纠治沉疴积弊，纯净政治生态，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制。
70年血脉传承，人民空军永做祖国蓝天的忠诚守卫者。王海、刘玉堤、孙生禄、赵宝桐、张积慧、岳振华等一大批战斗英雄，把忠诚写在万里长空，他们的英雄事迹激励和教育了一代代中华儿女，极大振奋了民族精神。特别是进入新时代，“英雄试飞大队”、“模范空降兵连”、“强军先锋飞行大队”和阎肃、李中华、李浩、蒋佳冀、郝井文等英模典型，在强国强军征程上续写新的辉煌，留下一串串闪亮的名字。
京郊小汤山，空军英烈墙上镌",1,0,0,0,0,0,0,0,0
M00759,2019-11-08_p03_阳光照耀奋飞的航程,2019-11-08,2019,03,阳光照耀奋飞的航程,0,"
习主席勉励空军部队要在发扬光大优良传统基础上，研究新情况、解决新问题，不断增强政治工作的时代性和感召力。
空军部队坚持以习近平新时代中国特色社会主义思想为指导，深入贯彻习近平强军思想，认真落实古田全军政治工作会议精神和中央军委党的建设会议精神，全面彻底肃清郭伯雄、徐才厚、房峰辉、张阳流毒影响，强力正风肃纪反腐，纠治沉疴积弊，纯净政治生态，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制。
70年血脉传承，人民空军永做祖国蓝天的忠诚守卫者。王海、刘玉堤、孙生禄、赵宝桐、张积慧、岳振华等一大批战斗英雄，把忠诚写在万里长空，他们的英雄事迹激励和教育了一代代中华儿女，极大振奋了民族精神。特别是进入新时代，“英雄试飞大队”、“模范空降兵连”、“强军先锋飞行大队”和阎肃、李中华、李浩、蒋佳冀、郝井文等英模典型，在强国强军征程上续写新的辉煌，留下一串串闪亮的名字。
京郊小汤山，空军英烈墙上镌",1,0,0,0,0,0,0,0,0
M00760,2019-11-08_p07_把学习贯彻习近平强军思想进一步引向深入,2019-11-08,2019,07,把学习贯彻习近平强军思想进一步引向深入,0,"化的新飞跃，开拓了当代中国马克思主义军事理论和军事实践发展新境界。
记者：如何理解把握习近平强军思想在国防和军队建设中的指导地位？
赵周贤：“沧海横流显砥柱，万山磅礴看主峰。”党的十九大把习近平强军思想写进党章，明确习近平强军思想在国防和军队建设中的指导地位，标志着党的军事指导理论的与时俱进。两年多来，全军官兵真学笃行习近平强军思想，进一步强化“四个意识”，坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，坚决听从党中央、中央军委和习主席指挥。比如，大力推进政治建军，统筹开展“不忘初心、牢记使命”主题教育和“传承红色基因、担当强军重任”主题教育，让习近平强军思想贯彻落实到国防和军队建设的全领域，确保部队绝对忠诚、绝对纯洁、绝对可靠，永葆人民军队性质、宗旨、本色。又如，2017年12月修订的《中国人民解放军军事训练条例（试行）》，确立了习近平强军思想在军事训练领域的指导地位，使之成为统领军事训练的“",1,0,0,0,0,0,0,0,0
M00761,2019-11-09_p01_胸怀凌云壮志 搏击万里长空,2019-11-09,2019,01,胸怀凌云壮志 搏击万里长空,0,"攻防兼备的强大人民空军，是时代赋予空军的重大使命，更是维护国家主权、安全、发展利益的必然要求。
壮阔70年，奋飞新时代。今天，人民空军站在一个新的历史起点上，开启了历史性跨越的新航程。广大空军官兵要坚持以习近平新时代中国特色社会主义思想为指导，深入贯彻习近平强军思想，深入贯彻新时代军事战略方针，全面贯彻党领导军队的一系列根本原则和制度，不断增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，确保空军部队始终沿着党指引的方向高飞远航。要坚持以英雄模范为榜样，牢记初心使命，发扬光荣传统，勇于创新超越，把红色基因一代代传下去，争做红色传人、时代新人。要坚持政治建军、改革强军、科技兴军、依法治军，聚力备战打仗，强化改革创新，狠抓工作落实，以只争朝夕的紧迫意识、责无旁贷的担当精神、搏击空天的凌云壮志，努力把人民空军全面建成世界一流空军，不断创造新的更大的业绩。",1,1,0,1,0,0,0,0,0
M00762,2019-11-09_p03_胸怀凌云壮志 搏击万里长空,2019-11-09,2019,03,胸怀凌云壮志 搏击万里长空,0,"攻防兼备的强大人民空军，是时代赋予空军的重大使命，更是维护国家主权、安全、发展利益的必然要求。
壮阔70年，奋飞新时代。今天，人民空军站在一个新的历史起点上，开启了历史性跨越的新航程。广大空军官兵要坚持以习近平新时代中国特色社会主义思想为指导，深入贯彻习近平强军思想，深入贯彻新时代军事战略方针，全面贯彻党领导军队的一系列根本原则和制度，不断增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，确保空军部队始终沿着党指引的方向高飞远航。要坚持以英雄模范为榜样，牢记初心使命，发扬光荣传统，勇于创新超越，把红色基因一代代传下去，争做红色传人、时代新人。要坚持政治建军、改革强军、科技兴军、依法治军，聚力备战打仗，强化改革创新，狠抓工作落实，以只争朝夕的紧迫意识、责无旁贷的担当精神、搏击空天的凌云壮志，努力把人民空军全面建成世界一流空军，不断创造新的更大的业绩。",1,1,0,1,0,0,0,0,0
M00763,2019-11-10_p01_筑牢新时代强军事业的坚实基础,2019-11-10,2019,01,筑牢新时代强军事业的坚实基础,0,"命军人，锻造具有铁一般信仰、铁一般信念、铁一般纪律、铁一般担当的过硬部队。
——锻造忠诚，引导官兵矢志不渝听党话、跟党走。
“坚定信念、铸牢军魂”、“牢记强军目标、献身强军实践”、“学习践行强军目标、做新一代革命军人”、“传承红色基因、担当强军重任”……党的十八大以来，全军部队始终把听党指挥作为基层建设的首要标准，扎实开展主题教育，引领官兵增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，坚决听习主席指挥、对习主席负责、让习主席放心。
基层干部骨干踊跃走上讲台，带领官兵广泛开展讨论辨析，旗帜鲜明批驳“军队非党化、非政治化”和“军队国家化”等错误政治观点和歪曲历史、抹黑先烈等歪风邪气。前不久，海军某舰官兵结合任务开展“甲板讨论会”，在历史与当下的映照、理论与实践的结合中，官兵们深刻认识到，党对军队的绝对领导是人民军队的建军之本、强军之魂，只有深扎党指挥枪的根，才能立起强军兴军的魂。",1,0,0,0,0,1,1,1,1
M00764,2019-11-10_p04_筑牢新时代强军事业的坚实基础,2019-11-10,2019,04,筑牢新时代强军事业的坚实基础,0,"命军人，锻造具有铁一般信仰、铁一般信念、铁一般纪律、铁一般担当的过硬部队。
——锻造忠诚，引导官兵矢志不渝听党话、跟党走。
“坚定信念、铸牢军魂”、“牢记强军目标、献身强军实践”、“学习践行强军目标、做新一代革命军人”、“传承红色基因、担当强军重任”……党的十八大以来，全军部队始终把听党指挥作为基层建设的首要标准，扎实开展主题教育，引领官兵增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，坚决听习主席指挥、对习主席负责、让习主席放心。
基层干部骨干踊跃走上讲台，带领官兵广泛开展讨论辨析，旗帜鲜明批驳“军队非党化、非政治化”和“军队国家化”等错误政治观点和歪曲历史、抹黑先烈等歪风邪气。前不久，海军某舰官兵结合任务开展“甲板讨论会”，在历史与当下的映照、理论与实践的结合中，官兵们深刻认识到，党对军队的绝对领导是人民军队的建军之本、强军之魂，只有深扎党指挥枪的根，才能立起强军兴军的魂。",1,0,0,0,0,1,1,1,1
M00765,2019-11-11_p07_把主题教育同履行主责主业结合起来,2019-11-11,2019,07,把主题教育同履行主责主业结合起来,0,"就是要把开展主题教育的根本着眼点放在找准自身存在的短板弱项上，集中精力抓紧抓实备战打仗主责主业，不断增强部队严实硬作风。
坚定攻坚克难决心。当前，国防和军队改革处于攻坚期，更要担当作为、奋勇前进，确保蹄疾步稳。能不能迎难而上、攻坚克难，善不善于补短板、强弱项，是不是认真抓落实、求实效，是检验新时代军队党员干部守初心、担使命的试金石。各级要把增强“四个意识”、坚定“四个自信”、做到“两个维护”、贯彻军委主席负责制落实到行动上，提振攻坚克难的决心信心，坚决抓好难度大、影响面广、同备战打仗关系密切的改革任务，确保各项工作如期完成，取得预期成效。
弘扬求真务实作风。习主席强调，广大党员干部要保持只争朝夕、奋发有为的奋斗姿态和越是艰险越向前的斗争精神，以钉钉子精神抓工作落实。开展主题教育，必须注重对接实践，大力弘扬真抓实干作风，坚持做到学思用贯通、知信行统一，推进工作实打实、硬碰硬，解决问题雷厉风行、见底见效。党",1,0,0,0,0,0,0,0,0
M00766,2019-11-12_p02_锻造听党话、跟党走的过硬基层,2019-11-12,2019,02,锻造听党话、跟党走的过硬基层,0,"学习习近平强军思想、干好新时代强军事业，已成为部队建设的主旋律，成为全军上下的共同意志和追求。夯实军队建设基础、推进强军兴军伟业，必须坚持用党的科学理论建连育人，做好用习近平新时代中国特色社会主义思想和习近平强军思想武装官兵工作，深化“不忘初心、牢记使命”主题教育和“传承红色基因、担当强军重任”主题教育，扎实推进红色基因代代传工程，引导官兵增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，打牢听党指挥、献身强军事业的思想政治根基。要更新教育理念，改进教育方式，探索构建新时代思想政治教育体系，提高教育的针对性和实效性。
党的力量来自组织，组织强则军队强。“连队要走上坡路，关键依靠党支部。”基层党组织是党在基层的“神经末梢”，担负着建设和掌握部队的重要责任。要进一步强化基层党组织政治功能和组织力，严格党员教育管理监督，加强书记队伍建设，探索规范组织设置和运行方式，充分发挥基层党组织战",1,0,0,0,0,0,0,0,0
M00767,2019-11-13_p02_打牢听党指挥献身强军事业的思想政治根基,2019-11-13,2019,02,打牢听党指挥献身强军事业的思想政治根基,0,"，先立心。为加强对基层官兵的政治引领，武警安徽总队黄山支队以开展“送学到一线、送书下基层”“理论热点面对面”等活动为载体，用党的创新理论引领官兵成长，推动部队全面建设不断进步。该支队领导在学习讨论中说，伟大事业需要伟大思想领航。我们必须坚持用党的科学理论建连育人，做好用习近平新时代中国特色社会主义思想和习近平强军思想武装官兵工作，使广大官兵增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，确保部队绝对忠诚、绝对纯洁、绝对可靠。
从三湾到古田，从井冈山到宝塔山，在遍布大江南北的红色教育基地，广大官兵寻根溯源，汲取不懈奋进的精神力量。西部战区陆军某炮兵旅结合“不忘初心、牢记使命”主题教育和“传承红色基因、担当强军重任”主题教育，组织党员干部和基层官兵前往驻地红军长征纪念馆参观。在学习讨论中，该旅某连指导员肖万俊结合参观心得谈到，我们党领导建立的人民军队，自诞生之日起就以党的信仰为信仰",1,0,0,0,0,0,0,0,0
M00768,2019-11-14_p02_全军学习贯彻党的十九届四中全会精神宣讲团分赴各单位宣讲,2019-11-14,2019,02,全军学习贯彻党的十九届四中全会精神宣讲团分赴各单位宣讲,0,"的重大意义，阐释中国特色社会主义制度和国家治理体系的显著优势，阐述党和国家事业取得的重大成就，并对全会《决定》的总体要求、总体目标和重点任务进行解读。在武警部队宣讲结束后，宣讲团成员走进武警部队参谋部某保障大队通信站，与基层官兵展开讨论交流，在答疑解惑中帮助大家加深对全会精神的理解。官兵一致表示，要自觉用全会精神统一思想认识、凝聚意志力量，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，全面建设过硬基层，忠实履行新时代使命任务。
下午，宣讲团成员为联勤保障部队官兵作了权威解读和系统辅导。官兵反映，宣讲报告观点鲜明、内容丰富、重点突出，对全会提出的新理念、新思想、新战略进行了深入解读，为全面、准确、深刻理解全会精神提供了有力指导。在国防大学，宣讲团成员、军事科学院军队政治工作研究院院长沈志华从充分认识坚持和完善中国特色社会主义制度、推进国家治理体系和治理能力现代化的重大意义，坚定",1,0,0,0,0,0,0,0,0
M00769,2019-11-14_p04_全军院校政治理论课教学岗位练兵比武精品示范课和优质课,2019-11-14,2019,04,全军院校政治理论课教学岗位练兵比武精品示范课和优质课,0,"精品示范课（15个）
1.马克思主义中国化的伟大成就与历史经验（国防大学国家安全学院政治理论教研室主任、副教授 孙经国）
2.全面深入贯彻军委主席负责制（陆军工程大学训练基地军政基础系副主任、教授 曹二刚）
3.文明交流互鉴是推动人类文明进步和世界和平发展的重要动力（陆军工程大学政治工作系中国特色社会主义教研室副教授 王爱娟）
4.全面实施科技兴军战略（国防科技大学文理学院马克思主义理论系副教授 董晓辉）
5.道路决定命运——坚定不移沿着中国特色社会主义道路奋勇前进（国防大学政治学院马克思主义理论系哲学与军事思维教研室主任、副教授 许恒兵）
6.",0,0,0,0,0,0,0,0,0
M00770,2019-11-14_p06_把制度意识植于心化于行,2019-11-14,2019,06,把制度意识植于心化于行,0,"循。
我军有着培育制度意识的丰厚精神基因。比如，建军90多年来，人民军队坚定不移地贯彻党的基本理论、基本路线、基本方略，坚决执行党的重大决策部署和各项方针政策，充分体现着对“党政军民学、东西南北中，党是领导一切的”认同与拥护；始终保持“紧紧地和中国人民站在一起，全心全意地为中国人民服务”，不断强化与人民群众的血肉联系，充分体现着对人民当家作主制度和人民军队性质宗旨的笃行与担当；矢志不渝地贯彻和维护军委主席负责制，坚持党委制、政治委员制、政治机关制，坚持党委统一的集体领导下的首长分工负责制，坚持支部建在连上，充分体现着对党指挥枪这一根本原则和制度的贯彻与坚守，等等。事实上，中国特色社会主义制度在实践发展中形成的诸多方面的显著优势，人民子弟兵都是坚决拥护者、积极参与者和忠实践行者。人民军队在这一历史进程中所孕育的政治意识、号令意识、大局意识、纪律意识等优良传统基因，无不为制度意识提供着生动注解。
强化制度意",0,1,0,1,0,0,0,0,0
M00771,2019-11-14_p06_学习先进模范的道德风范,2019-11-14,2019,06,学习先进模范的道德风范,0,"面前绝不能糊涂。张富清在对党忠诚这个重大问题上便始终头脑清醒，在他看来，为党和人民出生入死、牺牲奉献是自己的本分。今天我们学习张富清等先进模范，就要学习他们一辈子坚守信仰、不改初心，对党赤胆忠心、绝对忠诚。作为新时代革命军人，对党忠诚就要信仰坚定，平时注重加强理论武装，打牢信仰根基，强健精神脊梁，在大是大非面前头脑清醒、立场坚定、旗帜鲜明，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，自觉在思想上、政治上、行动上与以习近平同志为核心的党中央保持高度一致。
执着坚守，体现着对岗位的热爱、对事业的情怀。对于革命军人而言，没有执着热爱，就难以履行好保家卫国的职责使命。只有把岗位看作实现人生价值的战位，把事业平台当作报效国家的战场，才能真正做到“干一行、爱一行、精一行”。参加工作以来，张富清不管在哪个岗位，都始终以为人民谋幸福为己任，兢兢业业，恪尽职守。在部队，他奋勇杀敌，屡立战功，",1,0,0,0,0,0,0,0,0
M00772,2019-11-18_p01_中央军委印发《关于加强军队党的政治建设的意见》,2019-11-18,2019,01,中央军委印发《关于加强军队党的政治建设的意见》,0,"本报北京11月17日电 经习近平主席批准，中央军委日前印发《关于加强军队党的政治建设的意见》。
《意见》指出，要贯彻思想建党、理论强党要求，深入学习贯彻习近平新时代中国特色社会主义思想，牢固确立习近平强军思想在国防和军队建设中的指导地位，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制。加强政治能力训练，增强党组织政治功能，提高党员干部特别是领导干部把握方向、把握大势、把握全局的能力和辨别政治是非、保持政治定力、驾驭政治局面、防范政治风险的能力。着力提高党委领导备战打仗能力，坚决铲除和平积弊，全面提升打仗本领。
《意见》强调，要纯正政治生态，深化政治整训，全面彻底肃清郭伯雄、徐才厚、房峰辉、张阳流毒影响。从严落实中央八项规定精神、军委十项规定及其实施细则，深化运用监督执纪“四种",1,0,0,0,0,0,0,0,0
M00773,2019-11-18_p01_更加扎实有效地推动军队党的政治建设,2019-11-18,2019,01,更加扎实有效地推动军队党的政治建设,0,"强党的政治建设最根本的是确保党对军队绝对领导，重点是教育引导全军官兵特别是高级干部坚决维护党中央权威和集中统一领导，坚决听从党中央、中央军委和习主席指挥。92年来，我军之所以能够战胜各种艰难困苦、不断从胜利走向胜利，最根本的就是坚定不移听党话、跟党走，始终坚持把党的领导和党的建设摆在全部工作关键位置，始终坚持突出党的政治建设。
《意见》从坚定对习近平新时代中国特色社会主义思想政治信仰、全面深入贯彻军委主席负责制、锻造过硬的政治能力、纯正政治生态、压紧压实管党治党政治责任等方面，对加强军队党的政治建设作出部署。《意见》立足新时代党的政治建设新要求，把握根本遵循，坚持问题导向，鲜明立起靶标，有针对性地提出对策措施。着眼用习近平新时代中国特色社会主义思想武装头脑、凝心聚魂，认真贯彻思想建党、理论强党要求，在学懂弄通做实上下功夫；围绕铲除和平积弊，要求着力提高党委领导备战打仗能力，全面提升打仗本领；着眼解决思想",0,1,1,0,0,0,0,0,0
M00774,2019-11-18_p01_更加扎实有效地推动军队党的政治建设,2019-11-18,2019,01,更加扎实有效地推动军队党的政治建设,1,"问题，要求全面落实党委主体责任、纪委监督责任，推动管党治党从宽松软走向严紧硬等。
军队党的政治建设坚强有力，我军才能始终保持坚定正确的政治方向。全军各级要担负起加强党的政治建设的重大政治责任，坚强组织领导，常态监督检查。要严格按照《意见》要求，深入学习贯彻习近平新时代中国特色社会主义思想，牢固确立习近平强军思想在国防和军队建设中的指导地位，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制。军队党员干部特别是领导干部要加强政治能力训练，提高把握方向、把握大势、把握全局的能力和辨别政治是非、保持政治定力、驾驭政治局面、防范政治风险的能力，努力做到信念过硬、政治过硬、责任过硬、能力过硬、作风过硬。",1,0,0,0,0,0,0,0,0
